NAME,SEASON,AGE,GP,TEAM,POS,MpG,PpG,RpG,ApG,SpG,BpG,TOpG,FPpG
ROYCE O'NEALE,2021,28.850000000000005,77,Uta,F,31.200000000000003,7.400000000000001,4.8,2.5,1.1,0.41999999999999993,1.01,20.46
ROYCE O'NEALE,2022,29.8,76,Bro,F,31.7,8.8,5.1,3.6999999999999997,0.9,0.6,1.5,22.87
ROYCE O'NEALE,2023,30.9,79,Bro,F,24.727848101265824,7.665822784810127,4.765822784810126,2.7620253164556963,0.7759493670886075,0.5620253164556962,0.8860759493670886,20.655696202531647
ROYCE O'NEALE,2024,31.9,75,Pho,F,24.5,9.1,4.7,2.2,0.9,0.5,0.9,21.34
RUDY GAY,2020,34.75,63,San,F-G,21.5,11.4,4.8,1.4,0.73,0.63,1.03,22.31
RUDY GAY,2021,35.65,55,Uta,F-G,18.9,8.1,4.4,1.0,0.45,0.35,0.85,16.43
RUDY GAY,2022,36.6,56,Uta,F-G,14.6,5.2,2.9,1.0,0.3,0.3,0.7,11.58
RUDY GOBERT,2020,28.89,71,Uta,C,30.800000000000004,14.3,13.5,1.3,0.56,2.68,1.66,40.510000000000005
RUDY GOBERT,2021,29.79,66,Uta,C,32.1,15.599999999999998,14.7,1.1,0.68,2.09,1.8,41.39999999999999
RUDY GOBERT,2022,30.8,70,Min,C,30.7,13.4,11.6,1.2,0.8,1.4,1.7,34.019999999999996
RUDY GOBERT,2023,31.8,76,Min,C,34.1,14.0,12.9,1.3,0.7,2.1,1.6,38.23
RUDY GOBERT,2024,32.8,72,Min,C,33.2,12.0,10.9,1.7999999999999998,0.8,1.4,1.2,33.17999999999999
RUI HACHIMURA,2020,23.269999999999996,57,Was,F,31.5,13.8,5.5,1.4,0.79,0.12,1.19,24.04
RUI HACHIMURA,2021,24.17,42,Was,F,22.5,11.3,3.8,1.1,0.55,0.21000000000000002,0.79,18.999999999999996
RUI HACHIMURA,2022,25.2,63,Lal,F,23.3047619047619,11.219047619047618,4.5095238095238095,0.938095238095238,0.29523809523809524,0.4,0.8333333333333334,20.51857142857143
RUI HACHIMURA,2023,26.2,68,Lal,F,26.8,13.6,4.3,1.2,0.6,0.4,0.7,22.86
RUI HACHIMURA,2024,27.2,59,Lal,F,31.7,13.1,5.0,1.4,0.8,0.4,0.8,24.0
RUSSELL WESTBROOK,2020,32.51,65,Was,G,36.4,22.2,11.5,11.7,1.35,0.35,4.8,53.849999999999994
RUSSELL WESTBROOK,2021,33.41,78,Lal,G,34.3,18.5,7.4,7.1,0.95,0.26,3.77,37.89
RUSSELL WESTBROOK,2022,34.4,73,Lal,G,29.131506849315066,15.87123287671233,5.826027397260275,7.528767123287672,1.0287671232876712,0.42876712328767125,3.5424657534246577,34.5172602739726
RUSSELL WESTBROOK,2023,35.4,68,Lac,G,22.5,11.1,5.0,4.5,1.1,0.3,2.1,25.95
RUSSELL WESTBROOK,2024,36.4,75,Den,G,27.9,13.3,4.9,6.1,1.4,0.5,3.2,30.83
RYAN ARCIDIACONO,2020,27.14,44,Chi,G,10.2,3.1,1.5,1.3,0.2,0.0,0.23,7.22
RYAN ARCIDIACONO,2021,28.04,10,Nyk,G,7.6,1.6,0.8,0.4,0.1,0.0,0.3,3.16
RYAN ARCIDIACONO,2022,29.0,20,Nyk,G,8.61,1.3350000000000002,0.76,1.145,0.24500000000000002,0.0,0.37,3.7595
RYAN ARCIDIACONO,2023,30.1,20,Nyk,G,2.3,0.0,0.4,0.2,0.1,0.0,0.1,0.9800000000000001
RYAN DUNN,2024,22.3,74,Pho,F,19.1,6.9,3.6000000000000005,0.8,0.6,0.5,0.5,15.220000000000002
RYAN ROLLINS,2022,20.8,12,Gol,G,5.2,1.8999999999999997,1.0,0.5,0.10000000000000002,0.10000000000000002,1.3,5.849999999999999
RYAN ROLLINS,2023,21.799999999999997,13,Was,G,6.0,3.3846153846153846,1.0076923076923077,1.0769230769230769,0.7769230769230769,0.23076923076923078,0.6076923076923078,8.624615384615385
RYAN ROLLINS,2024,22.8,56,Mil,G,14.6,6.2,1.9,1.9,0.8,0.3,0.9,13.73
SABEN LEE,2020,21.899999999999995,48,Det,G,16.3,5.599999999999999,2.0,3.6,0.67,0.27,1.15,15.069999999999999
SABEN LEE,2021,22.8,37,Det,G,16.3,5.6,2.3,2.9,0.95,0.3,0.97,15.489999999999997
SABEN LEE,2022,23.8,25,Pho,G,14.944,6.0360000000000005,1.84,2.6559999999999997,0.7760000000000001,0.0,0.948,15.191999999999998
SABEN LEE,2023,24.8,24,Pho,G,7.7,3.0,1.3,1.3,0.3,0.10000000000000002,0.3,7.41
SADDIQ BEY,2020,22.1,70,Det,F,27.3,12.2,4.6,1.4,0.74,0.2,0.86,21.78
SADDIQ BEY,2021,23.01,82,Det,F,33.0,16.1,5.4,2.8,0.89,0.20000000000000004,1.17,28.880000000000003
SADDIQ BEY,2022,24.0,77,Det,F,27.598701298701304,13.76103896103896,4.732467532467532,1.535064935064935,0.935064935064935,0.13506493506493508,0.9025974025974026,23.937402597402603
SADDIQ BEY,2023,25.0,63,Atl,F,32.7,13.7,6.5,1.5,0.8,0.2,0.9,25.85
SAM DEKKER,2021,27.93,1,Tor,F,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAM HAUSER,2021,24.34,26,Bos,F,6.1,2.5,1.1,0.4,0.04,0.08,0.08,4.7
SAM HAUSER,2022,25.3,80,Bos,F,16.1,6.4,2.6,0.9,0.4,0.3,0.4,11.969999999999999
SAM HAUSER,2023,26.4,79,Bos,F,22.0,9.0,3.5,1.0,0.5,0.3,0.4,16.7
SAM HAUSER,2024,27.3,71,Bos,F,21.7,8.5,3.2,0.9,0.6,0.2,0.3,15.79
SAM MERRILL,2020,25.0,30,Mil,G,7.8,3.0,1.0,0.7,0.2700000000000001,0.029999999999999995,0.33,5.820000000000001
SAM MERRILL,2021,25.899999999999995,6,Mem,G,9.6,4.2,1.2,0.6999999999999998,0.0,0.0,0.33,6.36
SAM MERRILL,2022,26.9,5,Cle,G,11.7,5.0,1.8,1.0,0.8,0.0,0.0,9.86
SAM MERRILL,2023,27.9,61,Cle,G,17.5,8.0,2.0,1.8,0.3,0.1,0.3,14.000000000000002
SAM MERRILL,2024,28.900000000000002,71,Cle,G,19.7,7.2,2.2,1.5,0.7,0.2,0.5,14.29
SANDRO MAMUKELASHVILI,2021,22.89,41,Mil,F-C,9.9,3.7999999999999994,2.0,0.5,0.22,0.22,0.37,7.8999999999999995
SANDRO MAMUKELASHVILI,2022,23.899999999999995,43,Mil,F-C,15.374418604651162,6.111627906976745,4.288372093023256,1.4511627906976743,0.3325581395348837,0.28837209302325584,0.8418604651162791,15.118139534883722
SANDRO MAMUKELASHVILI,2023,24.9,46,San,F-C,9.8,4.1,3.2,1.1,0.2,0.3,0.4,10.69
SANDRO MAMUKELASHVILI,2024,25.9,61,San,F-C,11.2,6.3,3.1,0.8,0.4,0.3,0.4,12.919999999999998
SANTI ALDAMA,2021,21.25,32,Mem,F-C,11.2,4.1,2.7,0.7,0.19,0.31,0.5,9.39
SANTI ALDAMA,2022,22.2,77,Mem,F-C,21.8,9.0,4.8,1.3,0.6,0.6,0.8,19.21
SANTI ALDAMA,2023,23.3,61,Mem,F-C,26.5,10.7,5.8,2.3,0.7,0.9,1.1,24.81
SANTI ALDAMA,2024,24.3,65,Mem,F-C,25.5,12.5,6.4,2.9,0.8,0.4,1.1,27.029999999999998
SASHA VEZENKOV,2023,28.699999999999996,42,Sac,F,12.2,5.4,2.3,0.5,0.5,0.2,0.3,10.709999999999999
SCOOT HENDERSON,2023,20.2,62,Por,G,28.5,14.0,3.1,5.4,0.8,0.2,3.4,25.42
SCOOT HENDERSON,2024,21.2,66,Por,G,26.7,12.7,3.0,5.1,1.0,0.2,2.7,24.849999999999998
SCOTTIE BARNES,2021,20.69,74,Tor,F,35.4,15.3,7.5,3.5,1.08,0.74,1.8399999999999999,33.169999999999995
SCOTTIE BARNES,2022,21.7,77,Tor,F,34.8,15.300000000000002,6.6,4.8,1.1,0.8,2.0,34.12
SCOTTIE BARNES,2023,22.7,60,Tor,F-G,34.9,19.9,8.2,6.1,1.3,1.5,2.8,44.489999999999995
SCOTTIE BARNES,2024,23.7,65,Tor,F-G,32.8,19.3,7.7,5.8,1.4,1.0,2.8,41.64
SCOTTIE LEWIS,2021,22.08,2,Cha,G,3.3,0.5,0.0,0.5,0.5,0.0,0.0,2.75
SCOTTY HOPSON,2021,32.68,1,Okc,G-F,17.7,4.0,1.0,1.0,0.0,0.0,2.0,4.7
SCOTTY PIPPEN JR,2022,22.399999999999995,6,Lal,G,5.3,2.3,0.6999999999999998,0.3,0.3,0.20000000000000004,0.3,4.79
SCOTTY PIPPEN JR,2023,23.4,21,Mem,G,25.1,12.900000000000002,3.2,4.7,1.6999999999999997,0.5,2.7,27.69
SCOTTY PIPPEN JR,2024,24.4,79,Mem,G,21.3,9.9,3.3,4.4,1.3,0.4,1.6999999999999997,23.86
SEAN MCDERMOTT,2020,24.53,18,Mem,F,8.8,2.2,1.1,0.2,0.11,0.17,0.22,4.44
SEKOU DOUMBOUYA,2020,20.4,56,Det,F,15.5,5.1,2.6,0.8,0.43,0.16,0.79,10.399999999999997
SEKOU DOUMBOUYA,2021,21.3,2,Lal,F,8.2,7.0,3.0,0.0,1.5,1.0,1.0,17.1
SEMI OJELEYE,2020,26.45,56,Bos,F,17.0,4.6,2.6,0.7,0.3,0.0,0.38,9.290000000000001
SEMI OJELEYE,2021,27.35,30,Mil,F,13.533333333333333,3.3,2.466666666666667,0.3333333333333333,0.23333333333333334,0.2,0.3,7.76
SERGE IBAKA,2020,31.66,41,Lac,F,23.3,11.1,6.699999999999999,1.7999999999999998,0.22,1.15,1.07,24.88
SERGE IBAKA,2021,32.56,54,Lac,F,16.244444444444444,6.7407407407407405,4.651851851851852,0.8944444444444444,0.20351851851851852,0.6098148148148148,0.7957407407407407,15.30888888888889
SERGE IBAKA,2022,33.6,16,Mil,F,11.6,4.1,2.8,0.3,0.1,0.4,0.7,9.010000000000002
SETH CURRY,2020,30.730000000000004,57,Phi,G,28.7,12.5,2.4,2.7,0.77,0.14,1.14,21.019999999999996
SETH CURRY,2021,31.63,64,Phi,G,33.3453125,14.9703125,3.1625,3.584375,0.84453125,0.21625,1.70671875,25.617499999999996
SETH CURRY,2022,32.6,61,Bro,G,19.8,9.2,1.6,1.6,0.6,0.1,0.8,15.12
SETH CURRY,2023,33.6,44,Dal,G,13.990909090909092,5.154545454545454,1.5090909090909093,0.9818181818181819,0.5181818181818182,0.15454545454545457,0.43636363636363634,10.02
SETH CURRY,2024,34.6,68,Cha,G,15.6,6.5,1.7,0.9,0.4,0.1,0.5,10.89
SETH LUNDY,2023,24.0,9,Atl,G,5.8,1.6,0.8,0.0,0.0,0.0,0.1,2.46
SHAEDON SHARPE,2022,19.9,80,Por,G,22.2,9.9,3.0,1.2,0.5,0.3,1.0,17.299999999999997
SHAEDON SHARPE,2023,20.9,32,Por,G,33.1,15.9,5.0,2.9,0.9,0.4,2.3,27.849999999999998
SHAEDON SHARPE,2024,21.9,72,Por,G,31.299999999999997,18.5,4.5,2.8,0.8999999999999999,0.2,2.1,29.299999999999997
SHAI GILGEOUS-ALEXANDER,2020,22.85,35,Okc,G-F,33.7,23.7,4.7,5.9,0.77,0.66,3.03,39.449999999999996
SHAI GILGEOUS-ALEXANDER,2021,23.75,56,Okc,G-F,34.7,24.5,5.0,5.9,1.2900000000000003,0.8,2.75,42.87
SHAI GILGEOUS-ALEXANDER,2022,24.7,68,Okc,G-F,35.5,31.4,4.8,5.5,1.6,1.0,2.8,51.61
SHAI GILGEOUS-ALEXANDER,2023,25.8,75,Okc,G,34.0,30.1,5.5,6.2,2.0,0.9,2.2,52.5
SHAI GILGEOUS-ALEXANDER,2024,26.8,76,Okc,G,34.2,32.7,5.0,6.4,1.7,1.0,2.4,54.000000000000014
SHAKE MILTON,2020,24.64,63,Phi,G-F,23.2,13.0,2.3,3.1,0.62,0.29,1.63,21.51
SHAKE MILTON,2021,25.54,55,Phi,G-F,21.4,8.2,2.6,2.5,0.51,0.31,0.8,16.73
SHAKE MILTON,2022,26.5,76,Phi,G-F,20.6,8.4,2.5,3.1,0.3,0.2,1.2,16.35
SHAKE MILTON,2023,27.5,48,Min,G-F,12.104166666666666,4.5125,1.5291666666666668,1.2416666666666665,0.38333333333333336,0.10416666666666667,0.6208333333333332,9.051666666666668
SHAKE MILTON,2024,28.5,57,Lal,G,14.673684210526316,5.557894736842106,1.8473684210526315,1.8210526315789473,0.4421052631578947,0.05263157894736842,0.7,11.290526315789474
SHAQ BUCHANAN,2021,20.0,2,Mem,G,4.9,1.0,1.0,1.0,0.5,0.0,1.0,4.2
SHAQUILLE HARRISON,2020,27.61,34,Uta,G,9.8,2.15,1.4,0.7000000000000001,0.5,0.145,0.31999999999999995,6.494999999999999
SHAQUILLE HARRISON,2021,28.51,2,Bro,G,11.3,2.0,2.0,1.5,0.5,0.5,1.0,8.65
SHAQUILLE HARRISON,2022,29.5,5,Por,G,24.0,8.8,4.4,6.0,2.2,0.4,1.2,24.880000000000003
SHAQUILLE HARRISON,2023,30.5,3,Mem,G,2.0,0.6999999999999998,0.6999999999999998,0.0,0.0,0.3,0.0,2.44
SHARIFE COOPER,2021,20.83,13,Atl,G,3.0,0.5,0.4,0.4,0.0,0.0,0.38,1.2000000000000002
SIDY CISSOKO,2023,20.0,12,San,G,11.699999999999998,3.7999999999999994,1.8,0.8000000000000002,0.6,0.3,0.3,9.56
SIDY CISSOKO,2024,21.0,22,San,G,5.2,1.4590909090909092,0.9636363636363636,0.7181818181818183,0.12272727272727274,0.045454545454545456,0.48636363636363633,3.710909090909091
SIMONE FONTECCHIO,2022,27.300000000000004,52,Uta,F,14.7,6.299999999999999,1.6999999999999997,0.8,0.3,0.2,0.8,10.239999999999998
SIMONE FONTECCHIO,2023,28.3,66,Uta,F,24.921212121212122,10.475757575757575,3.7181818181818183,1.5727272727272728,0.6727272727272727,0.3757575757575758,1.0242424242424242,19.417878787878788
SIMONE FONTECCHIO,2024,29.3,75,Det,F,16.5,5.9,2.9,0.9,0.4,0.2,0.7,11.83
SINDARIUS THORNWELL,2020,26.5,21,Nor,G,10.3,1.9333333333333333,0.8999999999999999,1.0,0.5733333333333333,0.09333333333333334,0.3366666666666666,6.176666666666667
SKAL LABISSIERE,2024,29.1,4,Sac,F-C,3.0,1.3,0.8,0.3,0.0,0.0,0.0,2.71
SKYLAR MAYS,2020,23.7,33,Atl,G,8.2,3.8,1.1,0.9,0.42,0.06,0.27,7.640000000000001
SKYLAR MAYS,2021,24.6,28,Atl,G,7.9,2.9,0.9,0.6,0.25,0.0,0.36,5.2700000000000005
SKYLAR MAYS,2022,25.600000000000005,6,Por,G,31.5,15.300000000000002,3.2000000000000006,8.3,1.0,0.20000000000000004,1.7,32.29
SKYLAR MAYS,2023,26.6,38,Por,G,11.407894736842104,4.063157894736841,1.173684210526316,2.2578947368421054,0.5657894736842105,0.1,0.5421052631578948,10.313684210526317
SOLOMON HILL,2020,30.16,71,Atl,F,21.3,4.4,3.0,1.1,0.7,0.15,0.59,11.61
SOLOMON HILL,2021,31.07,13,Atl,F,10.7,0.6,1.8000000000000003,0.9000000000000001,0.31,0.15,0.08,5.41
SPENCER DINWIDDIE,2020,28.11,3,Bro,G,21.399999999999995,6.7,4.3,3.0,0.67,0.33,1.67,17.689999999999998
SPENCER DINWIDDIE,2021,29.01,67,Was,G,29.54776119402985,13.698507462686566,4.185074626865672,5.14776119402985,0.6546268656716417,0.19432835820895522,1.5535820895522388,27.4355223880597
SPENCER DINWIDDIE,2022,30.0,79,Dal,G,34.49493670886076,17.305063291139238,3.4291139240506325,6.483544303797469,0.831645569620253,0.3,1.831645569620253,34.21620253164557
SPENCER DINWIDDIE,2023,31.0,76,Bro,G,28.305263157894736,10.463157894736842,2.7105263157894735,4.673684210526315,0.6894736842105263,0.3105263157894737,1.1894736842105265,22.53684210526316
SPENCER DINWIDDIE,2024,32.0,79,Dal,G,27.0,11.0,2.6,4.4,0.9000000000000001,0.2,1.3,22.720000000000002
SPENCER JONES,2024,23.8,20,Den,F,6.2,1.3,0.9,0.3,0.3,0.3,0.3,4.33
STANLEY JOHNSON,2020,24.97,61,Tor,F-G,16.5,4.4,2.5,1.5,0.85,0.31,0.89,12.239999999999998
STANLEY JOHNSON,2021,25.87,48,Lal,F-G,22.8,6.7,3.2000000000000006,1.7,0.9,0.29,0.73,15.93
STANLEY JOHNSON,2022,26.9,30,San,F-G,15.6,5.9,3.2,2.2,0.5,0.2,1.1,14.040000000000001
STANLEY UMUDE,2022,24.0,1,Det,G,2.1,2.0,0.0,0.0,1.0,1.0,0.0,5.9
STANLEY UMUDE,2023,25.0,24,Det,G,12.800000000000002,5.3,2.1,0.5,0.3,0.3,0.6,9.770000000000001
STANLEY UMUDE,2024,26.0,22,Mil,G,3.9,0.7,0.8,0.2,0.1,0.3,0.1,3.0599999999999996
STEPHEN CURRY,2020,33.17,63,Gol,G,34.2,32.0,5.5,5.8,1.21,0.13,3.38,47.94
STEPHEN CURRY,2021,34.07,64,Gol,G,34.6,25.5,5.2,6.3,1.33,0.36,3.22,43.04
STEPHEN CURRY,2022,35.1,56,Gol,G,34.7,29.4,6.1,6.3,0.9,0.4,3.2,47.17
STEPHEN CURRY,2023,36.1,74,Gol,G,32.7,26.4,4.5,5.1,0.7,0.4,2.8,39.95
STEPHEN CURRY,2024,37.1,70,Gol,G,32.2,24.5,4.4,6.0,1.1,0.4,2.9,40.38
STEPHON CASTLE,2024,20.4,81,San,G,26.7,14.700000000000001,3.6999999999999997,4.1,0.9,0.3,2.2,26.689999999999998
STERLING BROWN,2020,26.26,51,Hou,G-F,24.1,8.2,4.4,1.4,0.75,0.24,0.8,17.749999999999996
STERLING BROWN,2021,27.159999999999997,49,Dal,G-F,12.8,3.3,3.0,0.7,0.29,0.14,0.47,8.769999999999998
STERLING BROWN,2022,28.2,4,Lal,G-F,6.1,0.0,2.0,0.5,0.8,0.0,0.0,3.45
STEVEN ADAMS,2020,27.83,58,Nor,C,27.7,7.6,8.9,1.9,0.93,0.66,1.36,24.540000000000003
STEVEN ADAMS,2021,28.73,76,Mem,C,26.3,6.8999999999999995,10.0,3.4,0.8700000000000001,0.79,1.51,27.47
STEVEN ADAMS,2022,29.699999999999996,42,Mem,C,27.0,8.6,11.5,2.3,0.9000000000000001,1.1,1.9,28.75
STEVEN ADAMS,2024,31.7,58,Hou,C,13.7,3.9,5.6,1.1,0.4,0.5,0.9,14.069999999999999
SVI MYKHAILIUK,2020,23.930000000000003,66,Det,G-F,20.054545454545455,8.445454545454545,2.5090909090909093,1.690909090909091,0.7727272727272727,0.18363636363636365,1.33,15.531818181818181
SVI MYKHAILIUK,2021,24.84,56,Tor,G-F,12.8,4.6,1.6,0.8,0.46,0.07,0.57,8.74
SVI MYKHAILIUK,2022,25.8,32,Cha,G-F,14.61875,6.9437500000000005,1.628125,1.64375,0.45625,0.11875000000000001,0.7937500000000001,12.172500000000003
SVI MYKHAILIUK,2023,26.799999999999997,41,Bos,G-F,10.1,4.0,1.2,0.8999999999999999,0.3,0.0,0.3,7.390000000000001
SVI MYKHAILIUK,2024,27.8,38,Uta,G-F,20.0,8.8,2.4,2.0,0.5,0.2,1.4,15.38
TACKO FALL,2020,25.43,18,Bos,C,7.5,2.6,2.9,0.2,0.060000000000000005,1.11,0.33,9.56
TACKO FALL,2021,26.34,11,Cle,C,5.3,1.1,2.1,0.2,0.0,0.55,0.27,5.300000000000001
TAJ GIBSON,2020,35.9,45,Nyk,F,20.8,5.4,5.6,0.8,0.69,1.09,0.49,18.17
TAJ GIBSON,2021,36.8,52,Nyk,F,18.2,4.4,4.4,0.6,0.42,0.77,0.52,13.629999999999999
TAJ GIBSON,2022,37.8,48,Was,F,10.0,3.5,1.8999999999999997,0.6999999999999998,0.3,0.3,0.5,8.129999999999999
TAJ GIBSON,2023,38.8,20,Nyk,F,10.2,1.7,1.9,0.58,0.13999999999999999,0.38,0.24,6.17
TAJ GIBSON,2024,39.8,37,Cha,F,11.1,2.9,3.2,0.6,0.2,0.5,0.7,9.040000000000001
TALEN HORTON-TUCKER,2020,20.47,65,Lal,G,20.1,9.0,2.6,2.8,0.97,0.32,1.63,18.560000000000002
TALEN HORTON-TUCKER,2021,21.37,60,Lal,G,25.2,10.0,3.2,2.7,0.98,0.4799999999999999,1.37,20.900000000000002
TALEN HORTON-TUCKER,2022,22.4,65,Uta,G,20.2,10.7,3.2,3.8,0.6,0.4,1.9,21.04
TALEN HORTON-TUCKER,2023,23.4,51,Uta,G,19.8,10.1,2.4,3.5,0.9,0.4,1.3,20.83
TALEN HORTON-TUCKER,2024,24.4,58,Chi,G,12.5,6.5,1.7,1.4,0.4,0.2,0.7,11.739999999999998
TARI EASON,2022,21.9,82,Hou,F,21.6,9.3,6.0,1.1,1.2,0.6,1.2,20.25
TARI EASON,2023,22.9,22,Hou,F,21.8,9.8,7.0,1.2,1.4,0.9,0.9,26.000000000000004
TARI EASON,2024,23.9,57,Hou,F,24.9,12.0,6.4,1.5,1.7,0.9,1.1,28.63
TAUREAN PRINCE,2020,27.149999999999995,41,Cle,G,22.090243902439024,9.514634146341463,3.4365853658536585,1.873170731707317,0.6841463414634146,0.5639024390243903,1.146341463414634,19.04609756097561
TAUREAN PRINCE,2021,28.06,69,Min,F,17.1,7.3,2.5,1.0,0.68,0.33,0.77,14.06
TAUREAN PRINCE,2022,29.1,54,Min,F,22.1,9.1,2.4,1.6,0.5,0.3,1.3,15.779999999999998
TAUREAN PRINCE,2023,30.1,78,Lal,F,27.0,8.9,2.9,1.5,0.7,0.5,0.9,17.330000000000002
TAUREAN PRINCE,2024,31.1,80,Mil,F,27.1,8.2,3.6,1.9,1.0,0.2,1.0,17.97
TAYLOR HENDRICKS,2023,20.4,40,Uta,F,21.4,7.3,4.6,0.8,0.7,0.8,0.7,17.819999999999997
TAYLOR HENDRICKS,2024,21.399999999999995,3,Uta,F,24.8,4.7,5.0,0.6999999999999998,1.7,1.3,0.6999999999999998,20.05
TAZE MOORE,2023,25.8,4,Por,G,10.1,4.5,2.0,1.3,0.5,0.0,0.8,9.55
TAZE MOORE,2024,26.8,2,Por,G,10.0,3.0,4.0,0.5,1.0,0.0,1.0,10.55
TERANCE MANN,2020,24.58,67,Lac,G-F,18.9,7.0,3.6,1.6,0.45,0.19,0.6,15.040000000000001
TERANCE MANN,2021,25.48,81,Lac,G-F,28.599999999999998,10.8,5.2,2.6,0.68,0.26,1.04,22.72
TERANCE MANN,2022,26.5,81,Lac,G-F,23.1,8.8,3.4,2.3,0.5,0.3,1.0,18.03
TERANCE MANN,2023,27.5,75,Lac,G-F,25.0,8.8,3.4,1.6,0.6,0.2,0.6,17.080000000000002
TERANCE MANN,2024,28.5,67,Lac,G-F,21.098507462686566,7.701492537313433,2.9895522388059703,1.8238805970149254,0.7104477611940299,0.21044776119402986,0.744776119402985,16.042686567164182
TERENCE DAVIS,2020,24.0,61,Tor,G,17.598360655737704,8.759016393442622,2.5196721311475407,1.3655737704918034,0.7390163934426229,0.2321311475409836,1.0314754098360657,15.712950819672132
TERENCE DAVIS,2021,24.9,30,Sac,G,17.9,10.4,3.1,1.3,0.83,0.37,1.1,18.569999999999997
TERENCE DAVIS,2022,25.9,64,Sac,G,13.1,6.7,2.2,1.0,0.7,0.2,0.8,12.44
TERENCE DAVIS,2024,27.9,1,Sac,G,7.9,0.0,1.0,1.0,0.0,0.0,0.0,2.7
TERQUAVION SMITH,2023,21.3,16,Phi,G,5.3,3.3,0.3,0.8,0.5,0.0,0.4,5.959999999999999
TERRANCE FERGUSON,2020,23.0,13,Phi,G,3.8,0.2,0.1,0.2,0.08,0.0,0.31,0.55
TERRENCE ROSS,2020,30.28,46,Orl,G-F,29.3,15.6,3.4,2.4,1.02,0.46,1.59,26.13
TERRENCE ROSS,2021,31.18,63,Orl,G-F,23.0,10.0,2.6,1.8,0.44,0.19,1.19,16.52
TERRENCE ROSS,2022,32.2,63,Orl,G-F,21.133333333333336,8.333333333333334,2.4333333333333336,1.5333333333333332,0.5666666666666668,0.16666666666666666,0.7000000000000001,15.153333333333334
TERRENCE SHANNON JR,2024,24.7,32,Min,G-F,10.6,4.3,1.5,1.0,0.2,0.2,0.5,8.299999999999999
TERRY ROZIER,2020,27.17,69,Cha,G,34.5,20.4,4.4,4.2,1.25,0.38,1.87,35.00000000000001
TERRY ROZIER,2021,28.07,73,Cha,G,33.7,19.3,4.3,4.5,1.27,0.34,1.3,34.74000000000001
TERRY ROZIER,2022,29.1,63,Cha,G,35.3,21.1,4.1,5.1,1.2,0.3,2.1,35.17
TERRY ROZIER,2023,30.099999999999998,61,Mia,G,33.467213114754095,19.74426229508197,4.052459016393443,5.58360655737705,1.0491803278688525,0.3491803278688524,1.7426229508196722,35.435081967213115
TERRY ROZIER,2024,31.1,64,Mia,G,25.9,10.6,3.7,2.6,0.6,0.2,1.2,20.14
TERRY TAYLOR,2021,22.55,33,Ind,G,21.6,9.6,5.2,1.2,0.42,0.27,0.73,18.98
TERRY TAYLOR,2022,23.5,31,Ind,G,8.525806451612903,2.9096774193548387,1.5161290322580645,0.33548387096774196,0.08387096774193549,0.2,0.25161290322580643,7.8354838709677415
TERRY TAYLOR,2023,24.6,31,Chi,F,6.1,1.5,1.2,0.3,0.2,0.1,0.2,4.09
TERRY TAYLOR,2024,25.600000000000005,3,Sac,F,2.1,0.0,0.3,0.6999999999999998,0.0,0.0,0.0,1.4099999999999995
THADDEUS YOUNG,2020,32.9,68,Chi,F,24.3,12.1,6.2,4.3,1.09,0.59,2.0,29.029999999999998
THADDEUS YOUNG,2021,33.8,52,San,F,16.25,6.199999999999999,4.0,2.0,1.035,0.34500000000000003,1.0,17.14
THADDEUS YOUNG,2022,34.8,54,Tor,F,14.7,4.4,3.1,1.4,1.0,0.1,0.8,10.620000000000001
THADDEUS YOUNG,2023,35.800000000000004,33,Tor,F,13.29090909090909,4.181818181818182,3.1484848484848484,1.7454545454545456,0.7090909090909091,0.13030303030303034,0.4696969696969697,12.626666666666669
THANASIS ANTETOKOUNMPO,2020,28.83,57,Mil,F,9.7,2.9,2.2,0.8,0.39,0.18,0.75,7.699999999999999
THANASIS ANTETOKOUNMPO,2021,29.73,48,Mil,F,9.9,3.6,2.1,0.5,0.33,0.25,0.54,8.07
THANASIS ANTETOKOUNMPO,2022,30.699999999999996,37,Mil,F,5.6,1.4,1.2,0.4,0.1,0.1,0.3,4.04
THANASIS ANTETOKOUNMPO,2023,31.7,34,Mil,F,4.6,0.9,0.4,0.5,0.2,0.1,0.4,2.6300000000000003
THEO MALEDON,2020,19.93,65,Okc,G,27.3,10.1,3.2,3.5,0.85,0.17,2.17,20.08
THEO MALEDON,2021,20.83,51,Okc,G,17.8,7.1,2.6,2.2,0.61,0.22,1.27,14.739999999999998
THEO MALEDON,2022,21.8,44,Cha,G,19.4,6.7,2.8,3.5,0.8,0.3,1.3,16.709999999999997
THEO MALEDON,2023,22.8,17,Cha,G,12.552941176470588,3.51764705882353,1.447058823529412,1.6823529411764706,0.38235294117647056,0.0,1.1058823529411765,7.818823529411766
THEO PINSON,2020,25.53,17,Nyk,G-F,2.0,0.1,0.3,0.1,0.0,0.0,0.06,0.55
THEO PINSON,2021,26.43,19,Dal,G-F,7.8,2.5,1.1,0.9,0.26,0.10999999999999999,0.26,6.0200000000000005
THEO PINSON,2022,27.4,39,Dal,G-F,8.3,2.4,1.6,1.2,0.2,0.0,0.3,6.420000000000001
THOMAS BRYANT,2020,23.8,10,Was,C-F,27.1,14.3,6.1,1.5,0.4,0.8,1.1,26.369999999999997
