NAME,SEASON,AGE,GP,TEAM,POS,MpG,PpG,RpG,ApG,SpG,BpG,TOpG,FPpG
DARIUS GARLAND,2024,25.2,75,Cle,G,30.7,20.6,2.9,6.7,1.2,0.1,2.5,35.53
DARIUS MILLER,2020,31.16,18,Okc,F,10.9,4.1,1.3,1.2,0.67,0.28,0.44,9.870000000000001
DARREN COLLISON,2021,34.63,3,Lal,G,12.4,1.3,1.3,0.6999999999999998,0.33,0.0,0.33,4.57
DAVID DUKE JR,2021,22.49,22,Bro,G,15.5,4.7,3.0,0.8,0.64,0.32,0.41,11.969999999999999
DAVID DUKE JR,2022,23.5,23,Bro,G,9.9,3.7,1.3,0.9,0.4,0.0,0.8,7.01
DAVID DUKE JR,2023,24.5,4,San,G,12.9,6.5,2.5,1.3,0.5,0.0,0.8,12.149999999999999
DAVID DUKE JR,2024,25.5,6,San,G,5.599999999999999,2.7000000000000006,0.8000000000000002,0.6999999999999998,0.20000000000000004,0.0,0.3,5.010000000000001
DAVID JOHNSON,2021,21.12,2,Tor,G,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAVID NWABA,2020,28.34,30,Hou,G-F,22.6,9.2,3.9,1.0,1.0,0.7,0.57,19.91
DAVID NWABA,2021,29.24,46,Hou,G-F,13.2,5.1,3.3,0.8,0.61,0.43000000000000005,0.46,12.919999999999998
DAVID RODDY,2022,22.0,70,Mem,F,18.0,6.7,2.8,0.8,0.4,0.3,0.8,12.260000000000002
DAVID RODDY,2023,23.100000000000005,65,Mem,F,18.1,6.543076923076924,3.2584615384615385,1.233846153846154,0.3953846153846154,0.1476923076923077,0.8646153846153847,13.068615384615386
DAVID RODDY,2024,24.0,33,Atl,F,12.390909090909092,4.618181818181818,2.5545454545454547,1.0545454545454547,0.39090909090909093,0.2727272727272727,0.6272727272727272,10.629090909090909
DAVION MITCHELL,2021,23.6,75,Sac,G,27.7,11.5,2.2,4.2,0.73,0.32,1.52,22.070000000000004
DAVION MITCHELL,2022,24.6,80,Sac,G,18.1,5.6,1.3,2.3,0.6,0.2,0.8,12.509999999999998
DAVION MITCHELL,2023,25.6,72,Sac,G,15.300000000000002,5.3,1.3,1.8999999999999997,0.2,0.0,0.6,9.709999999999999
DAVION MITCHELL,2024,26.6,74,Tor,G,27.43783783783784,7.921621621621623,2.2837837837837838,4.883783783783784,0.9837837837837837,0.24054054054054055,1.7594594594594593,19.901351351351348
DAVIS BERTANS,2020,28.51,57,Was,F,25.7,11.5,3.0,0.9,0.58,0.23,0.58,18.3
DAVIS BERTANS,2021,29.41,56,Was,F,14.385714285714284,5.542857142857143,2.075,0.5785714285714285,0.3003571428571429,0.21535714285714286,0.3392857142857143,10.108571428571427
DAVIS BERTANS,2022,30.4,45,Dal,F,10.9,4.6,1.2,0.5,0.2,0.2,0.2,8.99
DAVIS BERTANS,2023,31.399999999999995,43,Cha,F,15.672093023255814,6.74186046511628,1.416279069767442,0.7953488372093024,0.5906976744186047,0.2651162790697674,0.4255813953488372,11.776279069767442
DAVON REED,2021,26.83,48,Den,G,13.9,4.4,2.3,1.1,0.5,0.19000000000000003,0.33,10.55
DAVON REED,2022,27.8,43,Den,G,7.9581395348837205,2.058139534883721,1.313953488372093,0.5,0.38139534883720927,0.08139534883720931,0.4883720930232558,4.496511627906977
DAY'RON SHARPE,2021,20.43,32,Bro,F,12.2,6.2,5.0,0.5,0.31,0.47,0.94,14.35
DAY'RON SHARPE,2022,21.399999999999995,48,Bro,F,11.5,4.7,4.2,0.8000000000000002,0.3,0.6999999999999998,0.9,13.940000000000003
DAY'RON SHARPE,2023,22.4,61,Bro,C,15.1,6.8,6.4,1.4,0.4,0.7,1.1,18.779999999999994
DAY'RON SHARPE,2024,23.4,50,Bro,C,18.2,7.9,6.6,1.8,0.8,0.8,1.3,22.02
DE'AARON FOX,2020,23.41,58,Sac,G,35.1,25.2,3.5,7.2,1.5,0.47,3.0,43.11
DE'AARON FOX,2021,24.31,59,Sac,G,35.3,23.2,3.9,5.6,1.15,0.42,2.85,38.14
DE'AARON FOX,2022,25.3,73,Sac,G,33.4,25.0,4.2,6.1,1.1,0.3,2.5,42.989999999999995
DE'AARON FOX,2023,26.3,74,Sac,G,35.9,26.6,4.6,5.6,2.0,0.4,2.6,45.120000000000005
DE'AARON FOX,2024,27.299999999999997,62,Sac,G,36.17741935483871,23.546774193548387,4.808064516129033,6.291935483870968,1.5,0.37258064516129036,2.835483870967742,41.53661290322581
DE'ANDRE HUNTER,2020,23.46,23,Atl,F-G,29.5,15.0,4.8,1.9,0.83,0.52,1.26,26.4
DE'ANDRE HUNTER,2021,24.36,53,Atl,F-G,29.8,13.4,3.2999999999999994,1.3,0.6799999999999999,0.4000000000000001,1.3,21.249999999999996
DE'ANDRE HUNTER,2022,25.4,67,Atl,F-G,31.700000000000003,15.399999999999999,4.2,1.4,0.5,0.3,1.2,24.34
DE'ANDRE HUNTER,2023,26.4,57,Atl,F,29.5,15.6,3.9,1.5,0.7,0.3,1.5,24.03
DE'ANDRE HUNTER,2024,27.4,64,Atl,F-G,27.18125,17.0171875,4.0265625,1.415625,0.7578125,0.184375,1.3046875,25.494374999999998
DE'ANTHONY MELTON,2020,22.970000000000002,52,Mem,G,20.1,9.1,3.1000000000000005,2.5,1.13,0.6,1.27,20.490000000000002
DE'ANTHONY MELTON,2021,23.87,73,Mem,G,22.7,10.8,4.5,2.7,1.41,0.53,1.53,24.54
DE'ANTHONY MELTON,2022,24.9,77,Phi,G,27.899999999999995,10.1,4.1,2.6,1.6,0.5,1.3,23.62
DE'ANTHONY MELTON,2023,25.9,38,Phi,G,26.9,11.1,3.6999999999999997,3.0,1.6,0.4,1.0,25.04
DE'ANTHONY MELTON,2024,26.899999999999995,6,Gol,G,20.2,10.2,3.2999999999999994,2.7999999999999994,1.2,0.3,1.7,21.16
DEAN WADE,2020,24.49,63,Cle,F-C,19.2,6.0,3.4,1.2,0.54,0.33,0.48,14.01
DEAN WADE,2021,25.39,51,Cle,F-C,19.2,5.3,2.9,1.0,0.57,0.14,0.31,12.099999999999998
DEAN WADE,2022,26.4,44,Cle,F-C,20.3,4.7,3.4,0.8,0.6,0.5,0.4,12.28
DEAN WADE,2023,27.4,54,Cle,F,20.5,5.4,4.0,0.8,0.7,0.5,0.4,14.599999999999998
DEAN WADE,2024,28.4,59,Cle,F-C,21.2,5.4,4.2,1.3,0.7,0.3,0.4,14.99
DEANDRE AYTON,2020,22.82,69,Pho,C,30.6,14.4,10.5,1.4,0.59,1.17,1.48,32.900000000000006
DEANDRE AYTON,2021,23.72,58,Pho,C,29.5,17.2,10.2,1.4,0.69,0.69,1.57,34.11
DEANDRE AYTON,2022,24.7,67,Pho,C,30.4,18.0,10.0,1.7,0.6,0.8,1.8,34.949999999999996
DEANDRE AYTON,2023,25.7,55,Por,C,32.4,16.7,11.1,1.6,1.0,0.8,1.8,36.019999999999996
DEANDRE AYTON,2024,26.7,40,Por,C,30.1,14.4,10.2,1.6,0.8,1.0,1.7,32.739999999999995
DEANDRE JORDAN,2020,32.82,57,Bro,C,21.9,7.5,7.5,1.6,0.3,1.14,1.4899999999999998,21.730000000000004
DEANDRE JORDAN,2021,33.72,48,Lal,C,13.0,4.266666666666667,5.533333333333334,0.43333333333333335,0.25,0.7266666666666667,0.7733333333333334,13.713333333333333
DEANDRE JORDAN,2022,34.7,39,Den,C,15.0,5.1,5.2,0.9,0.3,0.6,1.2,14.190000000000001
DEANDRE JORDAN,2023,35.7,36,Den,C,11.0,3.9000000000000004,4.4,0.7,0.2,0.4,0.6,11.430000000000001
DEANDRE JORDAN,2024,36.7,56,Den,C,12.3,3.7,5.1,0.9,0.3,0.5,0.7,12.870000000000001
DEANDRE' BEMBRY,2020,26.87,51,Tor,G-F,19.1,5.7,2.9,2.1,1.04,0.35,1.39,15.11
DEANDRE' BEMBRY,2021,27.770000000000003,56,Bro,G-F,18.342857142857145,5.0857142857142845,2.942857142857143,1.2285714285714289,0.8757142857142857,0.44571428571428573,0.5585714285714286,13.865714285714285
DEIVIDAS SIRVYDIS,2020,20.93,20,Det,F-G,6.7,2.1,1.5,0.3,0.1,0.0,0.25,4.3999999999999995
DEIVIDAS SIRVYDIS,2021,21.83,3,Det,F-G,8.9,1.0,2.0,0.3,1.0,0.33,0.0,7.84
DEJON JARREAU,2021,24.21,1,Ind,G,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEJON JARREAU,2023,26.2,9,Mem,G,16.6,4.8,4.9,2.9,0.7,0.2,1.0,16.73
DEJOUNTE MURRAY,2020,24.66,67,San,G,31.899999999999995,15.699999999999998,7.1,5.4,1.51,0.1,1.75,35.4
DEJOUNTE MURRAY,2021,25.56,68,San,G,34.8,21.1,8.3,9.2,2.04,0.34,2.65,49.35
DEJOUNTE MURRAY,2022,26.6,74,Atl,G,36.4,20.5,5.3,6.1,1.5,0.3,2.2,38.309999999999995
DEJOUNTE MURRAY,2023,27.6,78,Atl,G,35.7,22.5,5.3,6.4,1.4,0.3,2.6,40.959999999999994
DEJOUNTE MURRAY,2024,28.6,31,Nor,G,32.7,17.5,6.5,7.4,2.0,0.4,3.4,40.20000000000001
DELON WRIGHT,2020,29.059999999999995,63,Det,G,27.742857142857147,10.22857142857143,4.3,4.3999999999999995,1.5714285714285714,0.4614285714285714,1.3171428571428572,26.77
DELON WRIGHT,2021,29.96,77,Atl,G,18.9,4.4,2.9,2.4,1.21,0.25,0.58,15.28
DELON WRIGHT,2022,31.0,50,Was,G,24.4,7.4,3.6,3.9,1.8,0.3,0.9,18.47
DELON WRIGHT,2023,32.0,47,Was,G,15.76595744680851,4.487234042553191,1.8297872340425532,2.529787234042553,1.1893617021276597,0.2,0.2702127659574468,14.375531914893617
DELON WRIGHT,2024,33.0,40,Mil,G,15.879999999999999,3.13,1.6600000000000001,1.905,0.9,0.265,0.5349999999999999,10.9395
DEMAR DEROZAN,2020,31.78,61,San,G-F,33.7,21.6,4.2,6.9,0.92,0.25,1.95,38.55
DEMAR DEROZAN,2021,32.68,76,Chi,G-F,36.1,27.900000000000002,5.2,4.9,0.89,0.32,2.38,42.74
DEMAR DEROZAN,2022,33.7,74,Chi,G-F,36.2,24.5,4.6,5.1,1.1,0.5,2.1,40.67
DEMAR DEROZAN,2023,34.7,79,Chi,F,37.8,24.0,4.3,5.3,1.1,0.6,1.6999999999999997,40.50999999999999
DEMAR DEROZAN,2024,35.7,77,Sac,G-F,35.9,22.2,3.9000000000000004,4.4,0.8,0.4,1.4,35.68
DEMARCUS COUSINS,2020,30.76,41,Hou,C,17.351219512195122,8.897560975609757,6.390243902439025,1.853658536585366,0.8282926829268293,0.5873170731707317,1.56,22.03317073170732
DEMARCUS COUSINS,2021,31.66,48,Den,C,14.9625,8.970833333333333,5.60625,1.4875,0.726875,0.4377083333333333,1.773125,19.650208333333335
DENI AVDIJA,2020,20.37,54,Was,F,23.3,6.3,4.8,1.2,0.59,0.28,0.61,15.86
DENI AVDIJA,2021,21.27,82,Was,F,24.2,8.4,5.2,2.0,0.72,0.54,1.06,20.360000000000003
DENI AVDIJA,2022,22.3,76,Was,F,26.6,9.2,6.4,2.8,0.9,0.4,1.6,23.079999999999995
DENI AVDIJA,2023,23.3,75,Was,F,30.1,14.7,7.2,3.8,0.8,0.5,2.1,30.839999999999993
DENI AVDIJA,2024,24.3,72,Por,F,30.0,16.9,7.300000000000001,3.9000000000000004,1.0,0.5,2.7,33.309999999999995
DENNIS SCHRODER,2020,27.67,61,Lal,G,32.1,15.4,3.5,5.8,1.16,0.21,2.67,29.740000000000002
DENNIS SCHRODER,2021,28.57,64,Bos,G,28.684375,13.5796875,3.3,4.5984375,0.8470312499999999,0.1234375,2.2325,25.116249999999997
DENNIS SCHRODER,2022,29.6,66,Lal,G,30.1,12.6,2.5,4.5,0.8,0.2,1.7,25.450000000000003
DENNIS SCHRODER,2023,30.6,80,Tor,G,31.107500000000005,14.02625,2.99,6.06375,0.79125,0.23625,1.89,27.902374999999996
DENNIS SCHRODER,2024,31.600000000000005,75,Det,G,28.095999999999997,13.066666666666666,2.6266666666666665,5.410666666666666,0.844,0.168,1.922666666666667,25.448
DENNIS SMITH JR,2020,23.47,23,Det,G,18.243478260869566,6.739130434782608,2.4391304347826086,3.347826086956522,1.0,0.6086956521739131,1.13,18.38391304347826
DENNIS SMITH JR,2021,24.38,37,Por,G,17.3,5.6,2.4,3.6000000000000005,1.22,0.32,1.38,17.12
DENNIS SMITH JR,2022,25.4,54,Cha,G,25.7,8.8,3.1,4.8,1.4,0.5,1.5,21.82
DENNIS SMITH JR,2023,26.4,56,Bro,G,18.9,6.6,2.9,3.6,1.2,0.2,1.2,18.48
DENZEL VALENTINE,2020,27.5,62,Chi,G,16.7,6.5,3.2,1.7,0.48,0.11,0.68,13.98
DENZEL VALENTINE,2021,28.399999999999995,24,Cle,G,9.3,2.8666666666666667,1.7249999999999999,0.4583333333333333,0.33499999999999996,0.0,0.49583333333333335,6.133333333333333
DEONTE BURTON,2022,29.2,2,Sac,G-F,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004
DERECK LIVELY II,2023,20.2,55,Dal,C,23.5,8.8,6.9,1.1,0.7,1.4,0.9,24.13
DERECK LIVELY II,2024,21.2,36,Dal,C,23.1,8.7,7.5,2.4,0.6,1.6,1.1,26.799999999999997
DEREON SEABRON,2022,22.9,5,Nor,G,2.3,0.8,0.2,0.0,0.0,0.0,0.0,1.04
DEREON SEABRON,2023,23.899999999999995,6,Nor,G,9.2,2.3,1.2,0.8000000000000002,0.3,0.20000000000000004,0.0,6.44
DERRICK FAVORS,2020,29.84,68,Uta,F,15.3,5.4,5.5,0.6,0.47,1.0,0.53,16.78
DERRICK FAVORS,2021,30.74,39,Okc,F,16.7,5.3,4.7,0.6,0.44,0.31,0.23,13.86
DERRICK JONES JR,2020,24.25,58,Por,F,22.7,6.8,3.5,0.8,0.6399999999999999,0.93,0.55,16.36
DERRICK JONES JR,2021,25.15,51,Chi,F,17.6,5.6,3.3,0.6,0.49,0.67,0.59,13.35
DERRICK JONES JR,2022,26.1,64,Chi,F,14.0,5.0,2.4,0.5,0.5,0.6,0.4,12.429999999999998
DERRICK JONES JR,2023,27.2,76,Dal,F,23.5,8.6,3.3,1.0,0.7,0.7,0.9,17.36
DERRICK JONES JR,2024,28.200000000000003,77,Lac,F,24.3,10.1,3.4000000000000004,0.8,1.0,0.4,0.8999999999999999,18.68
DERRICK ROSE,2020,32.61,50,Nyk,G,25.6,14.69,2.6,4.2,0.9830000000000001,0.382,1.5590000000000002,26.646000000000004
DERRICK ROSE,2021,33.52,26,Nyk,G,24.5,12.0,3.0,4.0,0.8499999999999999,0.46,1.5,24.029999999999998
DERRICK ROSE,2022,34.5,27,Nyk,G,12.5,5.6,1.5,1.7,0.3,0.2,0.8,13.349999999999998
DERRICK ROSE,2023,35.5,24,Mem,G,16.6,8.0,1.8999999999999997,3.2999999999999994,0.3,0.10000000000000002,1.3,15.13
DERRICK WALTON JR,2021,27.03,3,Det,G,36.1,6.3,3.2999999999999994,7.0,2.33,1.33,3.67,28.070000000000004
DERRICK WHITE,2020,26.87,36,San,G,29.5,15.399999999999999,3.0,3.5,0.72,1.0,1.25,28.16
DERRICK WHITE,2021,27.78,75,San,G,29.294666666666664,13.221333333333334,3.4306666666666668,4.872,0.8405333333333334,0.7768,1.5754666666666666,27.922666666666665
DERRICK WHITE,2022,28.799999999999997,82,Bos,G,28.299999999999997,12.4,3.5999999999999996,3.9000000000000004,0.7,0.8999999999999999,1.2,25.570000000000004
DERRICK WHITE,2023,29.8,73,Bos,G,32.6,15.2,4.2,5.2,1.0,1.2,1.5,33.14
DERRICK WHITE,2024,30.8,76,Bos,G,33.9,16.4,4.5,4.8,0.9,1.1,1.7,33.29999999999999
DESMOND BANE,2020,22.89,68,Mem,G,22.3,9.2,3.1,1.7,0.62,0.24,0.87,17.179999999999996
DESMOND BANE,2021,23.8,76,Mem,G,29.8,18.2,4.4,2.7,1.21,0.38,1.46,30.839999999999996
DESMOND BANE,2022,24.8,58,Mem,G,31.8,21.5,5.0,4.4,1.0,0.4,2.2,35.5
DESMOND BANE,2023,25.800000000000004,42,Mem,G,34.4,23.7,4.4,5.5,1.0,0.5,2.7,39.03
DESMOND BANE,2024,26.8,69,Mem,G,32.0,19.2,6.1,5.3,1.2,0.4,2.4,36.870000000000005
DEVIN BOOKER,2020,24.54,67,Pho,G,33.9,25.6,4.2,4.3,0.79,0.23999999999999996,3.09,37.09
DEVIN BOOKER,2021,25.44,68,Pho,G,34.5,26.8,5.0,4.8,1.13,0.38,2.38,42.15
DEVIN BOOKER,2022,26.399999999999995,53,Pho,G,34.6,27.8,4.5,5.5,1.0,0.3,2.7000000000000006,43.85
DEVIN BOOKER,2023,27.5,68,Pho,G,36.0,27.1,4.5,6.9,0.9,0.4,2.6,44.150000000000006
DEVIN BOOKER,2024,28.5,75,Pho,G,37.3,25.6,4.1,7.1,0.9,0.2,2.9,41.57000000000001
DEVIN CANNADY,2020,24.99,8,Orl,G,9.3,4.3,0.6,0.1,0.63,0.13,0.25,7.2
DEVIN CANNADY,2021,25.889999999999997,5,Orl,G,28.9,10.0,1.2,2.0,1.0,0.6,1.0,18.24
DEVIN CARTER,2024,23.1,36,Sac,G,11.0,3.7999999999999994,2.1,1.1,0.6,0.1,0.5,9.57
DEVIN VASSELL,2020,20.73,62,San,G-F,17.0,5.5,2.8,0.9,0.69,0.29,0.35,12.799999999999999
DEVIN VASSELL,2021,21.63,71,San,G-F,27.3,12.3,4.3,1.9000000000000001,1.06,0.59,0.82,24.44
DEVIN VASSELL,2022,22.6,38,San,G-F,31.0,18.5,3.9,3.6,1.1,0.4,1.5,30.979999999999993
DEVIN VASSELL,2023,23.6,68,San,G,33.1,19.5,3.8,4.1,1.1,0.3,1.6,32.809999999999995
DEVIN VASSELL,2024,24.6,64,San,G-F,31.0,16.3,4.0,2.9,1.3,0.5,1.4,29.450000000000003
DEVON DOTSON,2020,21.79,11,Chi,G,4.6,2.1,0.5,0.6,0.36,0.0,0.0,4.68
DEVON DOTSON,2021,22.69,11,Chi,G,7.7,2.6,0.8,1.4,0.09,0.0,0.45,5.4799999999999995
DEVON DOTSON,2022,23.7,6,Was,G,8.9,0.5,1.7,1.3,0.8000000000000002,0.0,0.5,3.99
DEVONTAE CACOK,2020,24.6,20,Lal,F,4.9,2.0,1.6,0.1,0.25,0.2,0.2,5.22
DEVONTAE CACOK,2021,25.51,15,San,F,8.1,3.1,2.8,0.4,0.53,0.47,0.2,9.860000000000001
DEVONTE' GRAHAM,2020,26.23,55,Cha,G,30.2,14.8,2.7,5.4,0.87,0.11,1.53,27.549999999999997
DEVONTE' GRAHAM,2021,27.130000000000003,76,Nor,G,28.400000000000002,11.9,2.3,4.2,0.9099999999999999,0.16,1.38,22.790000000000003
DEVONTE' GRAHAM,2022,28.1,73,Nor,G,18.34109589041096,7.40958904109589,1.7013698630136984,2.693150684931507,0.6547945205479452,0.2273972602739726,0.7191780821917808,15.036164383561642
DEVONTE' GRAHAM,2023,29.1,23,San,G,13.6,5.0,1.6,2.1,0.4,0.1,0.7,10.870000000000001
DEWAYNE DEDMON,2020,31.76,16,Mia,C,13.2,7.1,5.4,0.8,0.56,0.38,0.81,16.790000000000003
DEWAYNE DEDMON,2021,32.66,67,Mia,C,15.899999999999999,6.3,5.7,0.7,0.36,0.63,1.04,16.12
DEWAYNE DEDMON,2022,33.7,38,Mia,C,11.257894736842106,5.2368421052631575,3.4947368421052634,0.6684210526315789,0.2210526315789474,0.5210526315789474,0.6421052631578947,12.127894736842105
DEXTER DENNIS,2023,25.2,4,Dal,G,7.5,5.5,2.3,1.0,0.0,0.3,0.8,9.86
DIDI LOUZADA,2021,20.0,9,Por,G,14.38888888888889,3.888888888888889,1.8555555555555558,0.5777777777777778,0.22555555555555554,0.22555555555555554,0.5522222222222222,7.783333333333333
DILLON BROOKS,2020,25.32,67,Mem,G-F,29.8,17.2,2.9,2.3,1.16,0.39,1.78,27.0
DILLON BROOKS,2021,26.22,32,Mem,G-F,27.7,18.4,3.2,2.8,1.13,0.25,1.56,29.02
DILLON BROOKS,2022,27.2,73,Mem,G-F,30.3,14.3,3.3,2.6,0.9,0.2,1.4,22.860000000000007
DILLON BROOKS,2023,28.2,72,Hou,F,30.899999999999995,12.7,3.4,1.7,0.8999999999999999,0.1,1.2,21.130000000000003
DILLON BROOKS,2024,29.2,75,Hou,G-F,31.8,14.0,3.7,1.7,0.8,0.2,1.0,22.990000000000002
DILLON JONES,2024,23.5,54,Okc,F,10.2,2.5,2.2,1.1,0.3,0.1,0.5,7.490000000000001
DJ AUGUSTIN,2020,33.52,57,Mil,G,19.826315789473682,7.678947368421053,1.6807017543859648,3.3157894736842106,0.49087719298245613,0.019473684210526313,1.1410526315789473,15.059473684210523
DJ AUGUSTIN,2021,34.42,55,Hou,G,16.069090909090907,5.361818181818182,1.238181818181818,1.970909090909091,0.30527272727272725,0.019090909090909092,1.0145454545454546,9.762545454545455
DJ CARTON,2023,23.7,4,Tor,G,8.9,2.8,1.0,0.8,0.3,0.0,0.3,5.8
DJ CARTON,2024,24.7,4,Tor,G,8.4,0.8,1.0,0.8,0.5,0.0,1.0,3.7
DJ WILSON,2020,25.24,35,Hou,F-C,12.38,5.242857142857143,3.217142857142857,0.6942857142857142,0.31000000000000005,0.4548571428571429,0.6257142857142858,11.813714285714287
DJ WILSON,2021,26.14,4,Tor,F,13.5,7.5,4.0,1.3,1.25,0.25,0.5,18.25
DJ WILSON,2023,28.2,2,Phi,F,7.8,5.0,1.0,1.0,0.0,1.0,0.0,10.7
DMYTRO SKAPINTSEV,2023,25.9,2,Nyk,C,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOMANTAS SABONIS,2020,25.04,62,Ind,F-C,36.0,20.3,12.0,6.7,1.23,0.53,3.44,46.59
DOMANTAS SABONIS,2021,25.940000000000005,62,Ind,F-C,34.43387096774194,18.9,12.148387096774192,5.193548387096774,0.9533870967741935,0.4361290322580645,3.144032258064516,42.29290322580645
DOMANTAS SABONIS,2022,26.9,79,Sac,F-C,34.6,19.1,12.3,7.299999999999999,0.8,0.5,2.9,44.910000000000004
DOMANTAS SABONIS,2023,27.899999999999995,82,Sac,C,35.7,19.4,13.699999999999998,8.2,0.8999999999999999,0.6,3.2999999999999994,49.339999999999996
DOMANTAS SABONIS,2024,28.9,70,Sac,F-C,34.7,19.1,13.9,6.0,0.7,0.4,2.9,45.18000000000001
DOMINICK BARLOW,2022,19.9,28,San,F,14.6,3.9,3.6,0.9,0.4,0.7,0.5,12.37
DOMINICK BARLOW,2023,20.9,33,San,F,12.7,4.4,3.4,1.1,0.4,0.4,0.3,12.23
DOMINICK BARLOW,2024,21.9,35,Atl,F,10.7,4.2,2.4,0.5,0.3,0.5,0.1,10.13
DONOVAN CLINGAN,2024,21.1,67,Por,C,19.8,6.5,7.900000000000001,1.1,0.5,1.6,1.1,22.83
DONOVAN MITCHELL,2020,24.690000000000005,53,Uta,G,33.4,26.399999999999995,4.4,5.2,0.98,0.28,2.77,40.49
DONOVAN MITCHELL,2021,25.59,67,Uta,G,33.8,25.9,4.2,5.3,1.48,0.18,2.99,40.879999999999995
DONOVAN MITCHELL,2022,26.6,68,Cle,G,35.8,28.3,4.3,4.4,1.5,0.4,2.6,44.660000000000004
DONOVAN MITCHELL,2023,27.6,55,Cle,G,35.3,26.6,5.1,6.1,1.8,0.5,2.8,45.97
DONOVAN MITCHELL,2024,28.6,71,Cle,G,31.400000000000002,24.0,4.5,5.0,1.3,0.2,2.1,39.3
DONOVAN WILLIAMS,2022,21.6,2,Atl,G,2.2,2.0,1.0,0.0,0.0,0.0,0.0,3.8000000000000003
DONTA HALL,2020,23.779999999999998,13,Orl,C,13.8,5.6,4.8,0.8,0.38,0.77,0.62,15.389999999999999
DONTE DIVINCENZO,2020,24.29,66,Mil,G,27.5,10.4,5.8,3.1,1.09,0.23,1.39,24.58
DONTE DIVINCENZO,2021,25.19,42,Sac,G,23.969047619047622,9.045238095238094,4.035714285714286,2.830952380952381,1.144047619047619,0.1919047619047619,1.7154761904761904,20.426904761904762
DONTE DIVINCENZO,2022,26.2,72,Gol,G,26.3,9.4,4.5,3.5,1.3,0.1,1.6,22.349999999999998
DONTE DIVINCENZO,2023,27.2,81,Nyk,G,29.099999999999998,15.5,3.6999999999999997,2.7,1.3,0.39999999999999997,1.4,27.690000000000005
DONTE DIVINCENZO,2024,28.2,62,Min,G,25.9,11.7,3.7,3.6,1.2,0.3,1.6,24.439999999999994
DORIAN FINNEY-SMITH,2020,28.04,60,Dal,F,32.0,9.8,5.4,1.7,0.87,0.4,0.8,21.84
DORIAN FINNEY-SMITH,2021,28.940000000000005,80,Dal,F,33.0,11.0,4.7,1.9,1.1,0.49000000000000005,1.0,23.26
DORIAN FINNEY-SMITH,2022,29.900000000000002,66,Dal,F,30.427272727272726,8.351515151515152,4.778787878787878,1.5393939393939393,0.8818181818181818,0.5393939393939394,0.9393939393939394,19.41030303030303
DORIAN FINNEY-SMITH,2023,30.9,68,Bro,F,28.5,8.5,4.7,1.6,0.8,0.6,0.9,19.84
DORIAN FINNEY-SMITH,2024,31.900000000000002,63,Lal,F,28.931746031746034,8.693650793650795,3.9174603174603178,1.4634920634920634,0.9,0.3952380952380952,0.9,18.575555555555557
DOUG MCDERMOTT,2020,29.37,66,Ind,F,24.5,13.6,3.3,1.3,0.3,0.09,0.8,19.879999999999995
DOUG MCDERMOTT,2021,30.27,51,San,F,24.0,11.3,2.3,1.3,0.27,0.12,0.84,16.34
DOUG MCDERMOTT,2022,31.3,64,San,F,20.5,10.2,2.2,1.4,0.2,0.1,0.9,15.839999999999998
DOUG MCDERMOTT,2023,32.3,64,San,F,14.13125,5.49375,0.8875,1.059375,0.22812500000000002,0.0,0.415625,8.4165625
DOUG MCDERMOTT,2024,33.3,42,Sac,F,8.1,3.5,0.5,0.2,0.1,0.0,0.1,4.6
DRAYMOND GREEN,2020,31.2,63,Gol,F,31.5,7.0,7.1,8.9,1.7,0.83,2.98,33.480000000000004
DRAYMOND GREEN,2021,32.1,46,Gol,F,28.9,7.5,7.3,7.0,1.35,1.09,3.0199999999999996,31.06
DRAYMOND GREEN,2022,33.1,73,Gol,F,31.5,8.5,7.2,6.8,1.0,0.8,2.8,29.639999999999997
DRAYMOND GREEN,2023,34.1,55,Gol,F,27.1,8.6,7.2,6.0,1.0,0.9,2.5,29.44
DRAYMOND GREEN,2024,35.1,68,Gol,F,29.2,9.0,6.1,5.6,1.5,1.0,2.6,29.619999999999997
DREW EUBANKS,2020,24.289999999999996,54,San,F-C,14.0,5.8,4.5,0.8,0.33,0.91,0.83,15.289999999999997
DREW EUBANKS,2021,25.190000000000005,71,San,F-C,17.49154929577465,7.736619718309859,5.394366197183099,1.1859154929577465,0.4404225352112676,0.5604225352112676,1.1414084507042253,17.84985915492958
DREW EUBANKS,2022,26.2,78,Por,F-C,20.3,6.6,5.4,1.3,0.5,1.3,0.9,20.730000000000004
DREW EUBANKS,2023,27.2,75,Pho,F-C,15.6,5.1,4.3,0.8,0.4,0.8,0.8,14.259999999999996
DREW EUBANKS,2024,28.199999999999996,61,Uta,F-C,12.252459016393445,4.580327868852459,3.6737704918032787,0.8852459016393442,0.22131147540983606,0.6639344262295082,0.6426229508196721,12.32983606557377
DREW PETERSON,2023,24.399999999999995,3,Bos,F,7.599999999999999,3.7000000000000006,0.3,0.3,0.6999999999999998,0.0,0.3,6.31
DREW PETERSON,2024,25.4,25,Bos,F,7.4,2.2,1.6,0.5,0.2,0.1,0.3,5.4700000000000015
