NAME,POS,FP_total_pred,MC_mean,MC_std,MC_p10,MC_p50,MC_p90
CHRISTIAN KOLOKO,C,350.39656245772085,350.16527015641293,98.26274138298817,228.41957296299827,345.25407338239063,479.5947510288584
CAM REDDISH,F-G,347.39880134953574,345.21470938617057,177.02281552417296,115.08024899788903,340.35639165559667,577.4004425769792
CAM SPENCER,G,346.01344805317376,383.8540093901137,335.9839100212328,0.0,337.05937645300867,855.4203432673575
TREY JEMISON,C,339.98044887963914,351.56460609465046,251.2725932703045,0.0,332.553093232152,686.8220480750836
ISAAC JONES,F,339.7603596683612,384.3387917069007,338.59057742121456,0.0,338.487698921752,854.7918062427399
TYLER KOLEK,G,339.64436106403423,394.0245106075371,356.1624730872843,0.0,340.4093211937918,893.4559280411747
JEVON CARTER,G,325.3609784618923,323.21606394977476,122.11245726279225,169.05331442843658,319.2784196884147,481.39868485552154
JT THOR,F,319.547943771858,319.98597543436114,63.91178670296022,239.5620941202732,316.59302586964156,404.25149128831725
COLE SWIDER,F,319.295865931413,319.80099587887537,145.41914137892707,138.26410068493036,311.8521154640357,512.4991674385026
CORY JOSEPH,G,318.5701243039787,329.5994997442819,213.99751035970783,33.27791291218576,320.82495198121137,612.2609945008785
DELON WRIGHT,G,316.350265014769,324.62294291958244,219.13912469409416,18.998657117168772,310.1393380281271,617.741677659464
LUKA GARZA,C,316.15670283697835,317.46397095354564,116.36245202943952,171.97285810743523,313.1439973104324,471.23524616801245
MOSES BROWN,C,315.32992042869114,314.63692810684125,161.4629544414433,111.20638605089458,305.42872470167333,528.6999037110462
DWIGHT POWELL,F-C,313.08494491524186,317.2691360716724,170.54014016693,95.43652751932679,312.2071985179415,541.4947693421507
KEVIN LOVE,F-C,305.91180682672086,306.3700785723792,147.48694635978006,121.88463922338222,297.7938744420434,499.0130946428519
JOHNNY DAVIS,G,298.0805496489019,303.8472837958457,179.0398070560846,69.19971859047908,293.46502745713195,540.8758164927069
TONY BRADLEY,C-F,294.8659483503489,293.8977452567405,138.048909498976,117.6162007381672,286.66473119741926,470.3977309119212
KOBE BROWN,F,286.253337369077,286.4696519951945,36.83461099940523,239.06988721439816,286.2885062840006,333.5486136924504
KYLE LOWRY,G,285.7285680121001,318.2139900228308,276.64536625042297,0.0,276.73326539222325,703.5525625407013
BRUNO FERNANDO,F-C,283.16978880356373,284.41405437505153,124.16077810255204,130.15960565374928,278.90101792770747,446.71884318221026
TYLER SMITH,F,276.4390321299684,309.93172201642204,272.10638305349636,0.0,271.247108313289,694.6024919220656
GARY HARRIS,G,275.80302549625844,279.61976020222323,175.73261181558735,36.93340998266404,271.3736303635914,511.45972634651304
PAT SPENCER,G,273.8936666995911,276.4552564769949,105.0295791790461,145.37158915534857,272.6812864361501,412.76660114708625
BRONNY JAMES,G,271.33600376732136,317.22974490907956,298.01491190675927,0.0,267.1851996367415,732.6950460124576
TORREY CRAIG,F,264.9034129297695,265.5414582923677,104.50282461628494,133.44528322404074,259.89662095648515,400.3471456937433
JORDAN MCLAUGHLIN,G,263.4643055280902,266.4599002227594,136.5601513735211,88.49605104550889,261.4283660703711,446.87377851488856
ALEX LEN,C,257.68238662789264,257.80936933749774,158.1639656891169,42.6202983533354,252.14033388032465,468.70520797444743
MAXI KLEBER,F,254.6862047203956,254.597549506764,148.06862498702912,62.11932680670586,245.96111248517178,452.3476619052539
DAEQWON PLOWDEN,G-F,250.1468494751815,270.8636098124111,225.4843359462958,0.0,241.27861826149092,581.9990591176016
ELIJAH HARKLESS,G,247.58583854944985,286.179049809928,271.46823621177816,0.0,239.30159422370576,666.2341735002673
LAMAR STEVENS,F,246.8213590331504,246.82781144945062,80.598970710649,148.87786441175308,241.23745424122546,352.4938315393085
REGGIE JACKSON,G,246.33008221997025,261.74820880291,201.95166606085343,0.0,239.3821683453683,535.1096081658741
EMONI BATES,F,245.42751744340364,245.67069636413055,45.88677517194578,188.4383557068328,243.51430215743292,306.02472327089475
ARIEL HUKPORTI,C,244.7292476948987,303.2789940020078,308.7219436694173,0.0,235.30123787556641,742.2500746568695
MARJON BEAUCHAMP,F,242.7234082499545,243.14278071540534,107.2854676297622,109.8591314266074,238.3492319308245,382.848162343261
KESHAD JOHNSON,F,236.13757112946175,264.8660382432018,240.80462973526315,0.0,225.41491000447587,599.9646840135509
KYLOR KELLEY,C,234.6061670202652,296.67434289028716,296.67866830922384,0.0,235.26605184904236,718.7762122645079
ADAM FLAGLER,G,232.18149785384983,232.47625696752266,34.41518282071226,189.08665508506957,231.54047404233268,277.7179232203929
TRISTAN THOMPSON,C-F,231.24894405214144,242.12031183627377,184.89473184647753,0.0,225.15460410883023,494.6063678749465
PATRICK BALDWIN JR,F,224.49127252374277,224.19879837573683,67.86640170936482,140.60851514803494,220.1394295432067,312.6819449163447
DREW PETERSON,F,222.38805894227175,222.39066986057017,36.628059365115206,176.7178568616166,220.81907248217615,270.86045102115366
PACOME DADIET,F,220.20700774736983,262.93110079042197,254.35848246545672,0.0,215.36193257718924,623.0173886856643
RAYJ DENNIS,G,219.65343480675105,248.9513419858274,228.10361603906406,0.0,211.73396752576753,563.4352633811241
ANTHONY GILL,F,219.50629967053536,218.00348686364535,65.57268038660585,136.0351707214022,215.9482724911347,303.8226810058872
JAMES WISEMAN,C,218.59924186158028,221.71022239404832,141.70851426475286,32.70989826507881,213.82500362508307,408.43059860787827
DARIO SARIC,F-C,217.87055035175445,218.71389910721535,99.19460730565167,96.01276370158685,212.7341767032524,348.3014663602529
MARKELLE FULTZ,G,213.97572823619328,235.74458871747413,199.13820608297635,0.0,209.8463518933751,505.79926711954056
JEFF GREEN,F,210.56361414924055,213.26747337051785,138.3387726858578,26.13652027940762,206.10137224773624,400.3776800549676
SIDY CISSOKO,G,208.2377396430162,209.06985711772148,116.87819957647916,56.632113666576004,203.1206595660908,364.371589595457
CHRIS LIVINGSTON,F,208.2317736926791,208.9238029953521,40.75458120426892,158.98097699226943,205.8780216713176,263.34465003717384
PETE NANCE,F,205.61330881640367,206.6350494248073,110.12295516888398,65.22095580078712,201.2959942064753,350.7205699487222
MILES NORRIS,F,205.32852410248356,242.5628424634803,229.95708882134943,0.0,199.98206844399954,566.2226493560352
KEVIN KNOX II,F,204.7863065104388,203.59617060287394,88.040843857555,96.18747976573171,197.1174500591512,319.2887153453872
TYTY WASHINGTON JR,G,203.78504928298608,202.39876955795626,96.89263333251822,80.44797416291809,197.62186680145078,329.6325279477698
CAM CHRISTIE,G,202.67062424721055,246.60871500426433,239.35684294460094,0.0,200.46319801960703,583.6762997879943
MALACHI FLYNN,G,199.9088772708026,200.51079405733017,75.82127472759555,108.0703978943902,195.6307721035742,299.7987721352994
YURI COLLINS,G,198.94289268796925,231.51174067479437,218.08552553569646,0.0,192.26132022273453,537.554214612363
PJ HALL,C,198.30580006392387,256.8421884671808,268.83534287332856,0.0,193.00812622761515,635.9936944607011
ENRIQUE FREEMAN,F,195.8257299769975,253.48176429705998,261.30889909587614,0.0,194.22059321575722,627.1789645871822
BOBI KLINTMAN,F,191.29254204526669,226.6390091715716,216.00511222047348,0.0,188.64337468747323,530.5734145054033
NATE WILLIAMS,G,190.4546004839761,190.35048607560614,36.42341368458493,145.03744328668876,188.82575546787524,237.45913068714918
JACKSON ROWE,F,189.71777613780563,221.06383529153192,209.38000340227867,0.0,181.72078233799837,512.2062492212985
YUKI KAWAMURA,G,188.2788604409565,237.2561153690392,247.5842229945792,0.0,179.61630985287502,587.2450336713756
TREY ALEXANDER,G,186.65428387467787,243.3235474662835,256.9091806690553,0.0,177.7421017760197,607.4384046456976
ALONDES WILLIAMS,G,181.93553876971592,183.73561478591162,79.9201212620868,87.38735373532697,177.31161690954067,289.1989277517061
TAJ GIBSON,F,180.78852764185208,189.19680102877794,141.2642298666737,0.0,176.54633626094335,378.1566464299953
DOUG MCDERMOTT,F,180.4992101364859,207.46065014729444,185.63556650597923,0.0,182.17182433573083,463.3846429637428
TAZE MOORE,G,178.03997075754654,178.06900478502524,37.711660742518674,130.5757560581381,176.41029576553817,226.90805628699437
XAVIER TILLMAN,F,177.6653026888993,192.18711867359696,157.48824456190974,0.0,174.22097165076832,406.53454419579776
SPENCER JONES,F,176.7897910839608,226.00385018093587,230.7650904974705,0.0,175.56742210166271,553.9850394150335
JOSH CHRISTOPHER,G,176.6837248857061,178.73273375378224,120.41727561786362,18.31867190847087,167.7035803307005,337.49663095529485
JD DAVISON,G,176.3965056427836,176.5351852853126,36.607411068407636,130.74217358727637,174.72268378953288,223.34216547399305
KEVIN MCCULLAR JR,G,175.36002607715128,213.5560654956781,216.5693532489372,0.0,165.17973807763718,521.061793994332
ALEX DUCAS,G,174.31335307071873,233.6863830983799,248.19471965769122,0.0,172.15546307726152,589.0009654809273
ARMEL TRAORE,F,171.33838380967475,211.35707977096112,212.2538084340545,0.0,166.37459594807888,505.1523431230593
JAMAREE BOUYEA,G,169.06458978270905,168.20075350311274,49.62094873410823,107.27549571423106,164.6198018238727,233.2919096902234
PHILLIP WHEELER,F,167.84182556761738,210.05928824282842,210.89205759660655,0.0,164.84714143298112,509.53972165248786
MASON JONES,G,164.99190724634124,166.43891438166335,91.09299594883252,53.089530502656494,159.6414570883247,287.89400026814764
LEONARD MILLER,F,160.02440410294204,160.28129453414937,35.21266629196148,116.41959000794982,157.97264211311395,205.8817128195663
JAZIAN GORTMAN,G,156.34492270882663,205.6196631862519,217.4192141959675,0.0,151.7034381046088,510.28954348398236
MARKIEFF MORRIS,F,154.78919011766823,159.4117968218053,98.3612915539273,28.450502200305053,154.1187775621264,290.1233820930054
JOSH RICHARDSON,G,154.68370842748635,160.83737237066563,114.90944962684667,2.502032354504617,151.6778678366103,316.4349134975407
HARRISON INGRAM,F,153.03518920419046,191.83541814750106,198.22521474073844,0.0,145.79658636839895,472.1703368312006
CHRIS DUARTE,G,151.7198516244827,179.07156037129786,169.79390790837917,0.0,149.8159382076509,412.0561741097943
JACOB TOPPIN,F,144.97063843460347,145.01896608481465,24.23705005255164,114.2226317535483,144.73682501475065,176.46940542446256
STANLEY UMUDE,G,142.76957577224604,143.9216135416556,87.53261731388562,28.332745487392426,138.22478243401426,259.005566080952
DAVID DUKE JR,G,142.44880203311286,142.28327281593863,79.38823069052218,41.83594439753262,136.8736889619621,247.0565077527512
VLATKO CANCAR,F,141.98939439683147,142.94882324051062,67.86237512667388,59.051177308995946,138.83991117047566,231.1106241778708
DAMION LEE,G-F,141.2594471088185,148.13543619363202,110.93590270418505,0.0,138.55871121267367,300.1142490620123
ULRICH CHOMCHE,C,141.18916479312375,201.07300920986032,224.1072433846012,0.0,134.29535136925548,524.0485427777854
PATTY MILLS,G,140.80399215963857,154.8647395742701,131.39263214643725,0.0,136.49958217612323,332.84353329225945
TRENTYN FLOWERS,F,138.90351217691594,182.25628048059843,193.36047272313198,0.0,132.99759494560163,456.36122527433304
EJ LIDDELL,F,137.70982010440852,138.13295609592925,25.32395769858419,105.93275453832773,137.71138925949805,170.92639641286922
EMANUEL MILLER,F,136.87777264447865,178.99124730588844,187.19475927059628,0.0,133.0259834080266,440.5706081855288
LUKE TRAVERS,F,135.9609440171466,186.98683545229014,202.94177778777473,0.0,130.87693656895433,478.0101488616302
ADAMA SANOGO,F,135.38854882500195,134.88334155433014,72.77914404608711,44.67789185667644,128.42658471950733,230.59400021082615
JAHMIR YOUNG,G,130.31812713431793,180.29851517440983,192.6038278925276,0.0,131.5207839819423,451.8403262104797
ISAIAH CRAWFORD,F,126.48487169158106,179.33342644983466,197.6283719867058,0.0,123.14444852784465,462.7141082225093
JUSTIN MINAYA,F,117.3202582739394,134.56061199098806,125.6182721501447,0.0,113.1319215317697,312.41247464208345
BRYCE MCGOWENS,G,113.80636382695846,121.08491786269201,95.96444135328827,0.0,110.07185642626538,251.9230682527742
MATT RYAN,F,103.01103592132526,103.18393429063796,55.635300151421575,31.900375733327817,99.36922101903298,177.41958329499474
DANISS JENKINS,G,99.55164539635614,152.08600650800994,174.8559919240345,0.0,95.02250761983304,405.28327480717047
LIAM ROBBINS,C,95.90619487901722,165.49113999731412,197.97458334417243,0.0,97.86772410122673,452.5352136726538
CUI YONGXI,F,93.65629298724689,144.0678495870164,166.05835620075,0.0,91.09205545491602,381.35082028846205
GARRETT TEMPLE,G-F,92.62948744566812,111.03707157768204,107.94410471287603,0.0,89.69818094386581,262.42386032614496
ANTON WATSON,F,89.21573381564917,136.96870604224637,160.1105302024263,0.0,83.41392551026104,370.27858972243945
JAE CROWDER,F,89.08566459860039,117.57446905283092,123.09940797829086,0.0,86.29615762408862,291.5645013933428
TRISTEN NEWTON,G,82.72699790130149,134.77065418908077,160.2556471667848,0.0,79.36495044185719,364.609250734804
MAC MCCLUNG,G,82.30950560239366,141.07689378696168,169.34084355109692,0.0,79.66146299006392,390.79797667271106
JACK MCVEIGH,G-F,79.84145908579299,124.92706933508603,147.0178690989079,0.0,74.68306353983492,335.7881943065963
PJ DOZIER,G-F,76.71258009268895,105.10865411636443,115.74060421188736,0.0,72.5021873513524,270.364846802952
JALEN BRIDGES,F,76.21991060039447,129.3278366857173,155.62258497554268,0.0,72.00354680114788,356.97865050273106
DJ CARTON,G,74.53812311596813,74.54037250725112,31.67580652908313,36.324164442205486,71.9706148242109,116.31217472929762
QUINCY OLIVARI,G,73.19112158016,124.9312129354205,151.072039247101,0.0,69.7476411425533,346.02303885204776
RILEY MINIX,F,72.9131201553964,136.33696477178262,167.54268528418535,0.0,72.83136577506895,377.8750790321417
ISAIAH STEVENS,G,70.52225035462021,118.02435290035044,145.28547858190237,0.0,63.874437059875326,325.42474931925375
SKAL LABISSIERE,F-C,70.42109712750285,119.7653099564596,143.54573685774338,0.0,67.63628612736933,330.0912525333231
TERRY TAYLOR,F,66.53521383514834,94.06747801811018,104.62614618425063,0.0,64.47504425500975,245.997811924549
DAISHEN NIX,G,66.0935715329015,69.51583562399142,52.43193384660168,0.0,63.29201409703817,141.76796390856458
BRAXTON KEY,F,61.96125796874249,87.76688619319427,98.26533578103567,0.0,60.023459992710265,226.17810552653813
MALEVY LEONS,F,58.25554143921509,115.9555699142765,145.27099351334212,0.0,56.97861223997998,328.28651950697605
JAHLIL OKAFOR,C-F,57.30257152897267,68.94597887921633,68.41625980619092,0.0,54.84407926489459,165.6817486610697
JESSE EDWARDS,C,55.12905147284929,121.15746789062977,158.29562281226973,0.0,50.227594867895874,354.94872598604366
TERENCE DAVIS,G,53.881187260516775,88.98703233542987,105.60390541396477,0.0,52.52127346345812,237.36977674275317
ZYON PULLIN,G,52.853451831758655,108.7654406654091,137.60765736164478,0.0,53.110499663536956,306.26969264823936
JALEN MCDANIELS,F,48.83104569199768,79.0174679177171,93.69468661792946,0.0,47.52131371689005,211.7423100049085
JOE INGLES,F-G,26.29498339982238,80.35599367392163,107.33549459322967,0.0,27.322573500937573,237.99236582749958
PJ TUCKER,F,18.47375317052349,59.17266794343187,80.40005263703387,0.0,16.764422220540517,176.89831018954166
JAMES JOHNSON,F,9.340266657638727,49.69252615848277,71.21160693777783,0.0,8.067957788126186,154.69785321918766
